title,data
Little Women,Drama Romance depression mother-daughter-relationship pregnant desire chalkboard  nightgown louisa-may-alcott birth-of-twins woman-director father away chaplain Civil War Jo Meg Beth Amy grow mother somewhat reduce circumstance close family inevitably squabble tragedy bond hold later male friend start household
The Woman in Black,Drama Horror Thriller london-england secret remake revenge lawyer photograph gothic-horror hammer-horror estate ghost supernatural-power story follow young lawyer Arthur Kipps order travel remote village sort recently deceased client paper work client isolate house Kipps begin uncover tragic secret unease grow glimpse mysterious woman dress black receive silence local Kipps force uncover true identity Woman Black lead desperate race time discover true identity
When a Stranger Calls,Horror Thriller babysitter death-of-a-friend killer strange-person call far away site gruesome murder teenager Jill Johnson arrive luxurious home baby sit job child fast asleep settle expect ordinary evening soon ringing phone frightening word sadistic caller turn Jill routine experience night terror
Big Fat Liar,Comedy Family screenplay film-producer auto right-and-justice liar essay intellectual-property fourteen year old Jason Shepherd Muniz reputation stretch truth big time Hollywood producer Marty Wolf Paul Giamatti steal class paper turn smash movie believe Jason late tall tale cross country adventure set record straight Jason good friend Kaylee Bynes devise high tech plan squeeze truth Wolf
The Deer Hunter,Drama War vietnam-veteran pennsylvania vietnam party escape friend viet-cong pittsburgh-steelers group working class friend decide enlist Army Vietnam War find hellish chaos noble venture imagine leave Steven marry pregnant girlfriend Michael Nick love woman different man return
Wag the Dog,Comedy Drama washington-d.c. rape cia usa-president war-veteran staging film-maker albania sex-scandal senator presidential-election gulf-war media-adviser manipulation-of-the-media election-campaign government war soldier extramarital-affair final week presidential race President accuse sexual misconduct distract public election President adviser hire Hollywood producer help stage fake war
The Lizzie McGuire Movie,Family Comedy Lizzie McGuire graduate middle school trip Rome Italy
Snitch,Thriller Drama father-son-relationship based-on-true-story construction company owner John Matthews learn estranged son Jason arrest drug trafficking face unjust prison sentence time offender courtesy mandatory minimum sentence law Jason offer leniency good conscience desperately John convince DEA opportunistic DA Joanne Keeghan let undercover help arrest big free son return unwitting help ex con employee John enter narcotic underworld operation demand resource wit courage survive
Krampus,Horror Comedy Fantasy fire winter santa-claus snow-storm christmas-tree snow fireplace power-outage destruction demon german-accent family blizzard flashback christmas bad-kids krampus horror comedy base ancient legend pagan creature punish child Christmas
The Faculty,Horror Mystery Science-Fiction american-football high-school alien teacher teenager drug alien-infection doppelganger anti-authority mob students groupthink creepy thing start happen school kid Herrington High chilling discovery confirm bad suspicion teacher planet mind control parasite rapidly begin spread faculty student body ultimately leave unlikely collection loner leader nerd jock save world alien domination
What's Love Got to Do with It,Drama Music price-of-fame tina-turner black-woman cameo-appearance-by-real-life-subject african-american-music black-family film singer Tina Turner rise stardom abusive husband Ike Turner gain courage break free
Cop Land,Action Crime Drama corruption new-jersey handcuffs fbi bridge police burned-alive murder car-crash independent-film bad-cop arson dirty-cop internal-affairs car-accident new-york-city violence nypd world-trade-center jumping-off-a-bridge corrupt-cop Freddy Heflin sheriff place Cop Land small seemingly peaceful town populate big city police officer long admire ugly place town peaceful facade Freddy uncover massive deadly conspiracy local resident force action dangerous choice protect idol uphold law
Not Another Teen Movie,Comedy underdog ball kiss high-school school-party parody crush teenage-crush prom-queen sitting-on-a-toilet aftercreditsstinger duringcreditsstinger bet gridiron hero John Hughes High School set turn bespectacle plain Jane beautiful popular prom queen outrageous send teen movie genre
End of Watch,Crime Drama Thriller los-angeles bullet-proof-vest u.s.-marine medal-of-valor police-sergeant felon golden-gun young officer mark death confiscate small cache money firearm member notorious cartel routine traffic stop
The Skulls,Crime Drama Thriller journalist secret-society pizza wealth pay-phone rooftop attempted-suicide fraternity foot-race ivy-league u.s.-senator dining-hall Luke exultance select Skulls secret society breed wall prominent Ivy League Campus soon overshadow realise Wonderland Skulls breeding ground future powerful elite far cry working class background hallow deep dark secret
The Theory of Everything,Drama Romance wife-husband-relationship biography physicist based-on-memoir stephen-hawking fictionalized-biography motor-neuron-disease als theory extraordinary story world great living mind renowned astrophysicist Stephen Hawking fall deeply love fellow Cambridge student Jane Wilde
Malibu's Most Wanted,Comedy Crime street-gang los-angeles Bill Gluckman wealthy white jewish senator run office Governor son B Rad dress speak act gangster inner city campaign team member hire actor know inner city life B Rad act gang member kidnap South Central Los Angeles hope Brad scared white
Where the Heart Is,Comedy Drama Romance california baby supermarket oklahoma pregnancy-and-birth pregnant-minor change tennessee unwillingly-pregnant teenage-pregnancy starting-over Novalee Nation 17 year old Tennessee transient grow hurry leave pregnant abandon boyfriend roadside Sequoyah Okla. refuge friendly aisle Wal Mart short order eccentric kindly stranger adopt Novalee infant daughter help buck odd build new life
Lawrence of Arabia,Adventure Drama History War cairo arabian world-war-i horse jerusalem british-army british-empire damascus camel war desert arab ottoman-empire epic british officer T.E. Lawrence mission aid arab tribe revolt Ottoman Empire World War Lawrence flamboyant messianic figure cause arab unity psychological instability threaten undermine achievement
Halloween II,Horror nurse shotgun nudity therapist book halloween barn death-of-a-friend insanity number-in-title rampage purgatory hospital pentagram overturning-car mental-institution red murderer violence white-horse duringcreditsstinger michael-myers phantom-jam Laurie Strode struggle come term brother Micheal deadly return Haddonfield Illinois Michael prepare reunion sister
Wild,Drama adventure biography hiking based-on-true-story traveller woman tragic past decide start new life hike thousand mile Pacific Crest Trail
The Last House on the Left,Crime Thriller Horror Drama rape white-trash revenge murder dysfunctional-family swimmer family group teenage girl head city hook gang drug addle ne'er brutally murder killer find way home victim parent father mother exact horrible revenge
The Wedding Date,Comedy Romance based-on-novel callboy wedding escort fake-boyfriend woman-director wedding young sister fast approach Kat Ellis face undesirable prospect travel London ceremony bad Jeffrey man leave close marriage happen groom good man determine Jeffrey romantic life thrilling Kat hire charming male escort date
Halloween: Resurrection,Horror Thriller brother-sister-relationship innocence serial-killer michael-myers Serial Killer Michael Myers finish Laurie Strode rivalry finally come end Myers Freddie Harris Nora Winston reality programmer DangerTainment plan send group 6 thrill seek teenager childhood home Myers camera place house house Michael arrive home
The Princess Bride,Adventure Family Fantasy Comedy Romance swashbuckler evil-prince reference-to-socrates reference-to-plato screwball impersonation enchantingly crack fairy tale beautiful Princess Buttercup dash Westley overcome staggering odd find happiness amid finger swordsman murderous prince Sicilians rodent unusual size death stop true lovebird triumphing
The Great Debaters,Drama biography true story brilliant politically radical debate team coach use power word transform group underdog African american college student historical powerhouse Harvard elite
Drive,Drama Action Thriller Crime stuntman blood-splatter independent-film police-chase extreme-violence violence car-chase bullet head-stomp getaway crime-lord existentialism silent-protagonist great-soundtrack Hollywood stunt performer moonlight wheelman criminal discover contract heist wrong
Confessions of a Teenage Drama Queen,Comedy rock-star spotlight high-school party rivalry woman-director boys teenager Mary Elizabeth Steppe a.k.a Lola mother young twin sister New York suburb Dellwood New Jersey feeling cultural entertaining world end school displace Lola close friend unpopular Ella great fan favorite rock band Sidarthur popular girl school Carla Santini dispute lead role adaptation Pygmalion Lola leadership mate concert Sidarthur sell Lola plan Ella travel New York buy ticket scalper girl trouble help lead singer Lola idol Stu Wolf change life forever
The Object of My Affection,Comedy Drama Romance blind-date love falling-in-love gay-man-straight-woman-relationship pregnant New York social worker begin develop romantic feeling gay good friend decide raise child dismay overbear boyfriend
28 Weeks Later,Horror Thriller Science-Fiction london-england loss-of-mother loss-of-family mutant pest dying-and-death chaos parts-of-dead-body survivor supernatural survival on-the-run zombie danger escapade virus plague female-corpse siblings-relations deadly chases-and-races chaos-and-mayham human-nature chilling sequel 28 day later inhabitant British Isles appear lose battle onslaught disease deadly rage virus kill citizen month later group Americans dare set foot isle convince danger come soon clear scourge continue live wait pounce victim
When the Game Stands Tall,Drama american-football sport high-school-sports young coach turn lose high school football program undefeated 12 consecutive season
Because of Winn-Dixie,Comedy Drama Family girl abandon mother small town Florida father adopt orphan dog Winn Dixie bond girl special companion bring people small Florida town heal troubled relationship father
Love & Basketball,Action Comedy Drama Romance lovers affection sport basketball high-school-sports relationship woman-director young African american couple navigate tricky path romance athletic drama Quincy McCall Omar Epps Monica Wright Sanaa Lathan grow neighborhood know childhood grow adulthood fall love share consume passion basketball follow game life small talent court Quincy Monica struggle relationship work follow separate career path high school college basketball hope stardom big league professional ball
Grosse Pointe Blank,Action Comedy Thriller Romance mission-of-murder school-party high-school-reunion Martin Blank freelance hitman start develop conscience cause muff couple routine assignment advice secretary psychiatrist attend 10th year High School reunion Grosse Pointe Michigan
All About Steve,Comedy blind-date eccentric aftercreditsstinger crossword-puzzle mine-shaft short date brilliant crossword constructor decide CNN cameraman true love cameraman job hither yon crisscross country turn medium event try convince perfect
Book of Shadows: Blair Witch 2,Mystery Thriller Horror witch video forest horror vision young adult fascinated event miss filmmaker Maryland decide wood find happen
The Craft,Drama Fantasy Horror Thriller witch suicide-attempt puberty magic black-magic sorcery female-friendship teenager hair-loss outsider occult-ritual karma newcomer love-spell catholic school newcomer fall clique teen witch wield power dare cross teacher rival meddlesome parent
Match Point,Drama Thriller Crime Romance love-triangle london-england upper-class adultery tennis river-thames love wealth lust instructor gold-digger social-climbing actress Match Point Woody Allen satire British High Society ambition young tennis instructor enter decide woman assure place high society bring far palm start sweat dark psychological match head begin
Ramona and Beezus,Comedy Family sister-sister-relationship mother-daughter-relationship aunt-niece-relationship father-daughter-relationship duringcreditsstinger woman-director Ramona little girl big imagination nose mischief playful antic love family toe include old sister Beezus try survive year high school childhood Ramona Beezus learn possible believe rely
The Remains of the Day,Drama Romance newspaper butler country-house loyalty flower nazis jewish britain housekeeper employer rule bind head butler world manner decorum household maintain test arrival housekeeper fall love post WWI Britain possibility romance master cultivation tie Nazi cause challenge carefully maintain veneer servitude
Boogie Nights,Drama pornography sex porn-actor pornographic-video from-rags-to-riches drug porn-industry gay-lead-character Set 1977 sex safe pleasure business business booming idealistic porn producer Jack Horner aspire elevate craft art form Horner discover Eddie Adams hot young talent work busboy nightclub welcome extended family movie maker misfit hanger adam rise celebrity adult entertainer meteoric soon world know porn alter ego Dirk Diggler disco drug vogue fashion flux party stop Adams dream turn sex stardom collide cold hard reality
Nowhere to Run,Action Adventure Drama Thriller prisoner fight liberation shelter escaped convict Sam Gillen single handedly ruthless developer determine evict Clydie widow young child know Sam
Flicka,Drama horse headstrong 16 year old Katy McLaughlin desire work family mountainside horse ranch father insist finish boarding school Katy find mustang hill near ranch Katy set mind tame mustang prove father run ranch tragedy happen love strength family muster restore hope
The Hills Have Eyes 2,Horror Thriller new-mexico mutant assault survival group National Guard trainee find battle vicious group mutant day training desert
Urban Legends: Final Cut,Horror film-making high-school sequel serial-killer slasher aftercreditsstinger making horror movie terrifying reality student prestigious film school country Urban Legends Final Cut suspenseful follow smash hit Urban Legend Alpine University determined win good film award cost mean eliminate competition safe suspect Urban Legends Final Cut edge seat thriller guess shocking climax
Tuck Everlasting,Fantasy Drama Science-Fiction Romance Family Natalie Babbitt award win book child come screen lavish adaptation Walt Disney Pictures Winnie Foster Alexis Bledel girl early teen grow small rural town Winesap 1914 Winnie parent Victor Garber Amy Irving love overprotective Winnie long life great freedom adventure
The Marine,Action Adventure Drama Thriller gangster-boss wife war change iraq-war group diamond thief run kidnap wife recently discharge marine chase south carolinian wilderness retrieve
Keanu,Action Comedy hitman strip-club african-american gangster car-chase kitten buddy-comedy gun-fight stolen-pet designer-drug friend hatch plot retrieve steal cat pose drug dealer street gang
Country Strong,Drama Romance suicide alcohol adultery country-music bar infidelity texas paparazzi musician musical van addiction biker love singer woman-director soon rise young singer songwriter Beau Williams gets involve fall emotionally unstable country star Kelly Canter pair embark career resurrection tour helm husband manager James feature beauty queen turn singer Chiles Stanton concert romantic entanglement old demon threaten derail
Disturbing Behavior,Mystery Horror Science-Fiction suicide sex island nightmare chase police insanity high-school control mind-control murder teacher student brainwashing teenager rage behavior Steve Clark James Marsden newcomer town Cradle Bay quickly realize odd high school classmate clique know Blue Ribbons eerie embodiment academic excellence clean living like rest town little perfect Steve rebellious friend Gavin Nick Stahl mysteriously join rank Steve search truth fellow misfit Rachel Katie Holmes
The Place Beyond the Pines,Drama Crime corruption father-son-relationship carnival mechanic motorcycle bank-robbery motorcycle stunt rider consider commit crime order provide wife child act collision course cop turn politician
The November Man,Crime Action Thriller cia retired agent ex- CIA operative bring personal mission find pit pupil deadly game involve high level CIA official russian president elect
Eye of the Beholder,Drama Mystery Thriller beautiful-woman serial-killer secret-service blindness reclusive surveillance expert hire spy mysterious blackmailer serial killer
The Hurt Locker,Drama Thriller War sniper explosive loyalty u.s.-army iraq car-bomb suspense tension iraq-war desert bomb-squad body-armor woman-director army-sergeant force play dangerous game cat mouse chaos war elite Army bomb squad unit come city potential enemy object deadly bomb
Firestarter,Fantasy Drama Horror Action Thriller fire telepathy intelligence college youth Andy McGee David Keith future wife Vicky Heather Locklear participate secret experiment allow subject mysterious medical test year later couple daughter Charlie Drew Barrymore begin exhibit ability set fire solely mind volatile talent youngster extremely dangerous soon target enigmatic agency know Shop
Killing Them Softly,Crime Thriller poker gambling robbery based-on-novel hitman economy murder blood hit mobster gangster criminal Jackie Cogan enforcer hire restore order dumb guy rob Mob protect card game cause local criminal economy collapse
A Most Wanted Man,Thriller terror muslim intelligence immigrant torture surveillance security half chechen half russian torture half death immigrant turn Hamburg islamic community lay claim father ill fortune german security agency close interest clock tick stake rise race establish wanted man true identity oppress victim destruction bent extremist
Freddy Got Fingered,Comedy wheelchair slacker sausage unemployed cartoonist parent young brother Freddy parent demand leave begin spread rumor father sexually abuse Freddy
VeggieTales: The Pirates Who Don't Do Anything,Adventure Animation Comedy Science-Fiction Family brother-brother-relationship hostage vegetable children pirate king waiter aftercreditsstinger duringcreditsstinger Set Sail adventure boatload beloved VeggieTales pal embark fun fresh pirate adventure trademark humor silly song Pirates VeggieTales Movie Larry Cucumber Mr. Lunt Pa Grape find ride life mysteriously whisk time pirate rule high sea
U2 3D,Music Documentary 3 d presentation U2 global Vertigo tour Shot seven different production employ great number 3 d camera use single project
Highlander: Endgame,Action Fantasy Science-Fiction loss-of-lover antiquary loss-of-powers death-of-a-friend immortality immortal Connor Duncan Macleod join force man Connor distant past highland Scotland Kell immensely powerful immortal lead army equally powerful deadly immortal swordsman assassin immortal alive able defeat Kell Connor Duncan skilled live eventually come inevitable conclusion die combine power Highlanders bring Kell good question
Idlewild,Crime Drama Music mortician tied-to-chair song-and-dance piano-lesson fisticuffs talking-to-the-dead close-up musical set prohibition era American South speakeasy performer club manager Rooster contend gangster eye club piano player partner percival choose love Angel obligation father
One Day,Drama Romance based-on-novel comedian job love male-female-relationship author writer divorce best-friends-in-love woman-director missed-opportunity romantic comedy center Dexter Emma meet graduation 1988 proceed touch regularly film follow July 15 annually usually
Whip It,Drama sport roller-derby duringcreditsstinger woman-director Bodeen Texas Land Dragon indie rock love misfit find way deal small town misery discover roller derby league nearby Austin
Knockaround Guys,Crime Thriller montana sheriff pile-of-dead-bodies money mobster son know New York mobster retrieve bag cash small Montana town rule corrupt sheriff
Confidence,Action Comedy Thriller Crime grifter con big-con con-game premarital-sex Jake Vig know kill sharp polished grifter Jake swindle thousand dollar unsuspecting Lionel Dolby help crew clear Lionel mark accountant eccentric crime boss Winston King Jake crew stay step ahead criminal cop finally settle debt
The Muse,Fantasy Comedy screenwriter muse happen screenwriter Brooks lose edge turn help mythical Zeus daughter Stone willing pay albeit reluctantly price satisfy goddess especially advice sure fire script limit help writer wife MacDowell bakery enterprise chagrin Brooks personal sacrifice help
De-Lovely,Drama Music musical biography hollywood theater Paris Venice Broadway Hollywood life Cole Porter wife Linda glamorous wildly unconventional Cole thirst life strain marriage Linda stop muse inspire great son twentieth century
New York Stories,Comedy Drama Romance new-york mother hotel robbery jealousy obsession artist gallery assistant anthology lawyer city art occult young story happen New York Scorsese painter create work help high volume music attractive assistant second Coppola rich bold 12 year old help separated parent reconciliate Allen witty piece comedy impossibility getting rid son role
Barney's Great Adventure,Family mom dad dump son Cody daughter Abby good friend Marcella baby farm Grandpa Grandma purple dinosaur Barney soon appear entertain kid large colorful egg deposit farm shooting star accidentally cart Barney kid start chase
The Man with the Iron Fists,Action blacksmith brothel femme-fatale violence ancient-china crossbow duringcreditsstinger lens-flare feudality feudal China blacksmith weapon small village position defend fellow villager
Home Fries,Drama Comedy Romance waitress infidelity planned-murder pregnancy-and-birth funeral widow hamburger junk-food dorian Angus chase womanize stepfather helicopter frightening death effort cover track dorian begin investigate stepfather mistress Sally work fast food drive pregnant Dorian quickly fall love unfortunately scheming mother want Sally dead Sally sure want Dorian child father brother
Here On Earth,Romance car-race private-school diner rich college kid teach lesson joy ride end destroy country restaurant
Brazil,Comedy Science-Fiction bureaucracy police-state terror great-britain dream dystopia government anarchic-comedy low level bureaucrat Sam Lowry escape monotony day day life recur daydream virtuous hero save beautiful damsel investigate case lead wrongful arrest eventual death innocent man instead want terrorist Harry Tuttle meet woman daydream try help gets catch web mistaken identity mindless bureaucracy lie
Raise Your Voice,Music Drama Romance music life's-dream aspiring-singer singer teenager death-of-brother grieving music-school overprotective-father raise Voice come age story center small town singer brokenhearte death brother car crash secretly submit summer session perform art academy Los Angeles perform art academy experience new way life big city far small town lifestyle use
The Big Lebowski,Comedy Crime white-russian dude bowling vietnam-veteran carpet nihilism heart-attack kidnapping lsd marijuana los-angeles millionaire cowboy ashes impregnation bowling-team unemployed bowling-ball weeds Jeffrey dude Lebowski Los Angeles slacker want bowl drink white Russians mistake Jeffrey Lebowski wheelchair bind millionaire find drag strange series event involve nihilist adult film producer ferret errant toe large sum money
Black Snake Moan,Drama southern-usa blues military-service independent-film God fear bluesman wild young woman victim childhood sexual abuse look love find
Dark Blue,Action Crime Drama Thriller corruption police-brutality riot ghetto street-war hold-up-robbery moral-conflict special-unit police-everyday-life cops independent-film los-angeles family Set Rodney King riot robbery homicide investigation trigger series event cause corrupt lapd officer question tactic
A Mighty Heart,Drama Thriller terror journalism new-love sadness fbi despair hostage-drama support hope friendship faith loss pakistan murder independent-film pregnancy base Mariane Pearl account terrifying unforgettable story husband Wall Street Journal reporter Danny Pearl life death
Whatever It Takes,Drama Comedy Romance nerdy teen Ryan Woodman smite popular gorgeous Ashley Grant apparently interest dim star athlete Chris Campbell eye Ryan brainy beautiful friend Maggie Carter agree help romantic quest come close goal Ryan Chris suspect pursue wrong girl
Boat Trip,Comedy gay bikini cruise-ship babes straight man mistakenly end gay cruise
The Importance of Being Earnest,Comedy Drama History Romance new-love country-estate country-house false-identity beguilement relatives victorian-england pleasure young gentleman live 1890 England use pseudonym Ernest sly fine fall love woman use lead comedy mistaken identity
The Love Letter,Comedy Drama Fantasy Romance 20th century computer game designer Scott exchange love letter 19th century poet Elizabeth Whitcomb antique desk letter travel time
Hoot,Drama Family owl teenager animal-protection based-on-young-adult-novel young man Lerman Montana Florida family compel engage fight protect population endangered owl
In Bruges,Comedy Drama Crime bruges-belgium town-square vietnamese canadian-stereotype skinned-alive gruuthuse-museum-bruges Ray Ken hit man Bruges Belgium wait mission time think discuss previous assignment mission reveal Ken expect
Peeples,Comedy duringcreditsstinger woman-director story follow happen child psychologist surprise girlfriend political family annual Sag Harbor vacation home find desperately need therapy
The Rocker,Comedy Music 1970s drums groupie musical rock heavy-metal headbanging rob fish Fishman drummer 80 hair metal band Vesuvius unceremoniously boot group sign big record deal music world 20 year receive second chance nephew band
Post Grad,Comedy career family unemployment woman-director graduation-speech Ryden Malby master plan Graduate college great job hang good friend find perfect guy plan spin hilariously control force home eccentric family
Promised Land,Drama small-town campaign salesman farmland natural-gas fracking salesman natural gas company experience life change event arrive small town corporation want tap available resource
Whatever Works,Comedy Romance love-at-first-sight runaway age-difference naivety christian marriage atheist misanthrope eccentric religion dating new-york-city older-man-younger-woman-relationship limp Works explore relationship crotchety misanthrope Boris naïve impressionable young runaway south Melody Melody uptight parent arrive New York rescue quickly draw wildly unexpected romantic entanglement discover find love combination lucky chance appreciate value work
The In Crowd,Thriller woman-director mentally disturbed young woman job posh country club fall clique wealthy college kid wing clique twisted leader harbor dark secret terrifying tell
The Three Burials of Melquiades Estrada,Adventure Crime Drama Mystery Western border-patrol united-states–mexico-barrier promise desert brash Texas border officer Mike Norton Barry Pepper wrongfully kill bury friend ranch hand Pete Perkins Tommy Lee Jones remind promise bury friend Melquiades Estrada Julio Cesar Cedillo mexican home town kidnap Norton exhume Estrada corpse odd caravan set horseback Mexico Estrada body begin rot Norton begin unravel Perkins remain determined honor vow
Jakob the Liar,Comedy Drama History jewry schutzstaffel jewish-life jewish-ghetto 1944 Poland jewish shop keeper Jakob summon ghetto headquarter catch curfew wait german Kommondant Jakob overhear german radio broadcast russian troop movement return ghetto shopkeep share information friend rumor fly secret radio ghetto
Kiss Kiss Bang Bang,Action Comedy Crime Mystery detective loser custody-battle shooting thief crush los-angeles series-of-murders celebration hoodlum female-corpse christmas petty thief pose actor bring Los Angeles unlikely audition find middle murder investigation high school dream girl detective train upcoming role
Idle Hands,Thriller Comedy Horror teenager attic knitting-needle noise-complaint crawling-hand angel-costume trowel bass-guitarist priestess Anton cheerful exceedingly non ambitious 17 year old stoner live stay buzz watch tv moon Molly beautiful girl live door turn old cliché idle hand devil playground kernel truth
Mulholland Drive,Thriller Drama Mystery schizophrenia identity amnesia loss-of-sense-of-reality suppressed-past trauma key bisexuality hallucination surreal job-interview casting suspense independent-film lesbian los-angeles car wreck wind Mulholland Drive render woman amnesic perky Hollywood hopeful search clue answer Los Angeles twisting venture dream reality
Blood and Chocolate,Drama Fantasy Horror Romance chocolate werewolf woman-director interspecies-romance animal-horror based-on-young-adult-novel young teenage werewolf tear honor family secret love man
You Will Meet a Tall Dark Stranger,Comedy Drama Romance married couple find trouble heartache complicated life unfold 40 year marriage Alfie leave wife pursue think happiness girl wife Helena reel abandonment decide follow advice psychic Sally daughter Alfie Helena unhappy marriage develop crush boss husband Roy fall woman engage marry
Never Let Me Go,Drama Romance Science-Fiction soul based-on-novel sadness forgiveness dystopia boarding-school cloning existentialism child Kathy Ruth Tommy spend childhood idyllic seclude english boarding school grow adult come term complexity strength love prepare haunt reality await
The Company,Drama miniseries real life figure Cold War era mix fictional story base group CIA operative counterpart KGB MI6 Mossad
Transsiberian,Thriller Crime Mystery china married-couple backpacker firearm police travel snow blood cowardliness train drug killer siberia moscow trans-siberian-railway Trans siberian train journey China Moscow thrilling chase deception murder american couple encounter mysterious pair fellow traveler
The Clan of the Cave Bear,Adventure Drama stone-age tribe cavemen prehistoric-adventure prehistoric-times neanderthal prehistoric-man natural change clan Iza medicine woman Clan Cave Bear find little ayla clan tradition clan kill ayla immediately Iza insist little find need new cave allow stay thrive
Crazy in Alabama,Comedy Drama abused wife head California movie star nephew Alabama deal racially motivated murder involve corrupt sheriff
Funny Games,Horror Thriller Crime brother-brother-relationship boat psychopath vacation murder suspense neighbor torture dog family Ann husband George son Georgie arrive holiday home visit pair polite seemingly pleasant young man arm deceptively sweet smile golf club proceed terrorize torture tight knit clan day survive
Listening,Drama Thriller Science-Fiction secret telepathy technology invention government mind-control betrayal trust danger privacy year try harness power human mind fail breakthrough change technology humanity control David Ryan Jordan hope telepathy invention solve problem bleeding edge technology open Pandora box new danger team discover open mind hide thought
Felicia's Journey,Drama suspense series-of-murders solitary middle aged bachelor naive irish teenager transform life arrive place recognition redemption wisdom Atom Egoyan adaptation William Trevor celebrated 1994 novel seventeen pregnant Felicia travel England search lover find instead Joseph Ambrose Hilditch helpful catering manager kindness mask serial killer Hilditch murder young woman conscious awareness crime like Felicia true self Felicia Journey story innocence lose regain Felicia awaken world danger duplicity Hilditch grow lonely unloved come realize
Metropolis,Drama Science-Fiction man-vs-machine underground-world inventor metropolis worker future machine-town work class-society dystopia tower-of-babel delirium chase-scene mad-scientist prophet robot destruction silent-film depravity masterpiece downtrodden saviour futuristic city sharply divide work class city planner son city mastermind fall love work class prophet predict coming savior mediate difference
District B13,Action Thriller Science-Fiction paris bomb vororte dystopia parkour gang undercover-cop Set ghetto Paris 2010 undercover cop ex thug try infiltrate gang order defuse neutron bomb
Things to Do in Denver When You're Dead,Drama Crime father-son-relationship bounty-hunter boat way-of-life coffin denver godmother paranoia hitman friendship psychopath revenge murder independent-film mafia diner blood gangster violence illegal-prostitution extramarital-affair mafia film tarantino style star stud cast Jimmy Saint gangster career finally end find self favor wise godfather know Man plan
The Assassin,Action Drama History assassin tang-dynasty ancient-china wuxia slow-cinema female assassin Tang Dynasty begin question loyalty fall love target
Buffalo Soldiers,Drama Comedy War Crime Thriller germany corruption sex based-on-novel investigation army police base drug rogue Set fall Berlin Wall 1989 Sgt Ray Elwood american soldier station german army camp soldier judge choice army jail Ray spend free time cook cocaine mp soldier die toxicology screen alarming level illegal narcotic send investigate
The Return,Thriller Drama Mystery return brother heavy-rain speedo journal story russian boy father suddenly return home 12 year absence boy holiday remote island lake turn test manhood mythic proportion
Ong Bak 2,Adventure Action Thriller sequel moment death young man rescue renowned warrior realize unsurpassed physical potential young boy train dangerous man alive young man lone mission vengeance vicious slave trader enslave youth treacherous warlord kill father
Centurion,Adventure Action Drama roman-empire ancient-rome ancient-world violence britain behind-enemy-lines sole-survivor Britain A.D. 117 Quintus Dias sole survivor pictish raid roman frontier fort marche north General Virilus legendary Ninth Legion order wipe Picts face Earth destroy leader Gorlacon
Silent Trigger,Drama Action Thriller Waxman Special Forces soldier work heavily armed assassin secret government agency covert mission terribly wrong Waxman fellow assassin Clegg agency prime target
The Midnight Meat Train,Mystery Drama Crime Thriller Horror photographer butcher vegetarian midnight blood-splatter gore stalking diner decapitation blood violence subway-train very-little-dialogue photographer Leon live girlfriend waitress Maya wait chance photo business Maya contact friend Jurgis schedule meeting Leon successful owner art gallery Susan Hoff analyze Leon work ask improve quality photo night upset Leon decide wander street picture camera follow punk subway station gang attack young woman Leon defend guy morning Leon discover woman miss police station Detective Lynn Hadley attention discredit statement Leon obsess find happen stranger watch subway station elegant butcher Mahogany train Leon believe murderer stalk beginning journey darkness
Winnie Mandela,Drama biography nelson-mandela drama chronicle life Winnie Mandela childhood marriage husband incarceration
The Son of No One,Drama Thriller Crime rookie cop assign 118 Precinct district grow Precinct Captain start receive letter unsolved murder happen year ago housing project rookie cop kid letter bring bad memory old secret begin threaten career break family
All The Queen's Men,Action Comedy Drama History transvestism world-war-ii mismatched team British Special Services agent lead American infiltrate disguise female run Enigma factory Berlin bring decoding device end war
The Good Night,Comedy Drama Romance Fantasy Music dream midlife-crisis lucid-dreaming Gary musician trap unhappy relationship live lover Dora enthral beautiful seductress enter dream try control dream state spend time Gary mystery woman face bus billboard discover real fate bring opportunity meet
Bathory: Countess of Blood,Drama Fantasy sex legend countess Bathory base legend surround life deed Countess Elizabeth Bathory know great murderess history mankind contrary popular belief Elizabeth Bathory modern Renaissance woman ultimately fall victim men aspiration power wealth
Khumba,Animation Adventure Family 3d khumba half stripe zebra blame drought leave herd search miss stripe join quest overprotective wildebeest flamboyant ostrich defeat tyrannical leopard save herd
Automata,Thriller Science-Fiction artificial-intelligence rain future dystopia robot ecology desert child-hitman Jacq Vaucan insurance agent ROC robotic corporation routinely investigate case manipulate robot discover profound consequence future humanity
Dungeons & Dragons: Wrath of the Dragon God,Action Adventure Fantasy fighter royalty curse dragon curse master Profion Damodar survive death Ridley Freeborn undead entity pursuit evil artifact year capable unleash unstoppable destruction Izmir descendant cause demise
Shinjuku Incident,Drama Action Thriller Crime drug-stealing yakluza shinjuku criminal-syndicate taiwanese Iron Zhao aka Steelhead truck repairman China Northeast settle illegal immigrant Tokyo series run Yakuza rise power Don chinese illegal immigrant thing control foolish believe clean getaway world offer soon come seal fate
